rank,merchant_abn,name,tags,tag,numd_sa2_code,returning_customers,unique_customers,median_weekly_income,commission_avg_tot_dollar_value_monthly,avg_num_order_id_monthly,avg_discounted_value,stddev_tot_dollar_value_monthly,rate_fraud_order,stddev_tot_discounted_value_daily,minmax_numd_sa2_code,minmax_returning_customers,minmax_unique_customers,minmax_median_weekly_income,minmax_commission_avg_tot_dollar_value_monthly,minmax_avg_num_order_id_monthly,minmax_avg_discounted_value,minmax_stddev_tot_dollar_value_monthly,minmax_rate_fraud_order,minmax_stddev_tot_discounted_value_daily,average_rank,segment
9,91923722701,Euismod Urna Institute,"((tent and awning shops), (b), (take rate: 5.05))",tent and awning shops,2222.0,12869.0,22730.0,813.4067656148231,2583.0719860640297,3253.809523809524,14.73684096017704,14882.603265082573,0.06233051121534685,403.4327912034499,0.0,0.46530663121156723,0.05610465116279073,0.94994758769163,0.913016293283326,0.7623221677275731,0.9967719850335314,0.11095364426020587,0.005859625155858988,0.08777694976318647,0.434805953528967,leisure goods and services
10,64403598239,Lobortis Ultrices Company,"((music shops - musical instruments, pianos, and sheet music), (a), (take rate: 6.31))","music shops - musical instruments, pianos, and sheet music",2222.0,20521.0,23875.0,815.8917058514319,26662.55791011827,5406.714285714285,73.15684926398143,121148.14382249556,0.0635061039672508,3066.0829208595196,0.0,0.1473741066976899,0.008554817275747473,0.949283203298919,0.10215118661715217,0.6050610456015861,0.9643121323085356,0.9031906456851219,0.036452442195927935,0.6671034491549993,0.43834830288356796,leisure goods and services
11,72472909171,Nullam Consulting,"([digiTal goods: books, movies, music], [a], [take rate: 6.33])","digital goods: books, movies, music",2222.0,19097.0,23744.0,815.5433494805519,21518.71779865447,4840.190476190476,65.74052634207584,98358.95574544217,0.06333036781817768,2570.368815684669,0.0,0.2065398038889812,0.013995016611295652,0.949376341368199,0.2753675282704119,0.6464433545514627,0.9684328566424688,0.733291373236413,0.03187920554810652,0.5592483787304122,0.4384573858847751,leisure goods and services
12,57900494384,Porttitor Tellus Corporation,"[[tent and awning shops], [a], [take rate: 6.39]]",tent and awning shops,2222.0,12132.0,22468.0,817.2186616681535,4220.197439146547,3081.0,20.092890605182145,18897.49107473725,0.06240718767765012,504.3813263033071,0.0,0.4959282034236331,0.06698504983388709,0.9489284226400287,0.8578868810804863,0.774945215485756,0.9937960083482745,0.1408856679688679,0.007855000662151092,0.10974084235529577,0.43969512917983805,leisure goods and services
13,80324045558,Ipsum Dolor Sit Corporation,"[(gift, card, novelty, and souvenir shops), (c), (take rate: 1.47)]","gift, card, novelty, and souvenir shops",2222.0,23652.0,24070.0,815.7211213818103,5047.475934103729,8899.666666666666,36.13405114625313,98397.10025394424,0.06278284486108378,2480.247059711175,0.0,0.017284360977231183,0.00045681063122926524,0.9493288115021208,0.8300286756697977,0.34991477964450945,0.9848830738277352,0.7335757503814215,0.017630844774800477,0.5396401242227458,0.4422743231631592,leisure goods and services
13,80324045558,Ipsum Dolor Sit Corporation,"[(gift, card, novelty, and souvenir shops), (c), (take rate: 1.47)]","gift, card, novelty, and souvenir shops",2222.0,23652.0,24070.0,815.7211213818103,5047.475934103729,8899.666666666666,36.13405114625313,98397.10025394424,0.06278284486108378,2480.247059711175,0.0,0.017284360977231183,0.00045681063122926524,0.9493288115021208,0.8300286756697977,0.34991477964450945,0.9848830738277352,0.7335757503814215,0.017630844774800477,0.5396401242227458,0.4422743231631592,gifts souvenirs
14,96152467973,Rhoncus Donec Associates,"[[tent and awning shops], [b], [take rate: 4.45]]",tent and awning shops,2222.0,12351.0,22513.0,817.6523508527652,2967.96279540346,3130.714285714286,19.968192427409697,19430.399891963145,0.06246428529070319,549.0394596103406,0.0,0.48682898454379264,0.06511627906976747,0.9488124696197916,0.9000552804048043,0.7713137848272984,0.9938652942762142,0.1448586405917648,0.009340869664599669,0.11945734237532599,0.4439648945373359,leisure goods and services
15,82065156333,Nascetur Ridiculus PC,"([tent and awning shops], [a], [take rate: 5.88])",tent and awning shops,2222.0,11599.0,22165.0,817.510056880826,3736.947315329041,2964.3333333333335,20.09581545255511,18221.59108835666,0.062400609298519975,497.009786391383,0.0,0.5180737909257105,0.07956810631229239,0.9488505139529069,0.8741600965648868,0.7834672510348186,0.9937943832181568,0.1358466593150325,0.007683809449188299,0.10813697845866972,0.4449581589231663,leisure goods and services
16,21439773999,Mauris Non Institute,"([cable, satellite, and other pay television and radio services], [a], [take rate: 6.10])","cable, satellite, and other pay television and radio services",2222.0,21085.0,23914.0,815.866001606687,27381.747637317032,5737.952380952381,73.20470000339351,130356.13815104312,0.06349866664599854,3445.5261255296095,0.0,0.1239405019112515,0.006935215946843876,0.9492900756972098,0.07793281847185529,0.580865421405962,0.9642855450484651,0.9718386173391583,0.03625889846407853,0.7496608610474617,0.4461007955332286,tech and telecom
17,17324645993,Eget Metus In Corporation,"([tent and awning shops], [a], [take rate: 5.73])",tent and awning shops,2211.0,10085.0,21810.0,817.3618098533835,2399.2312566098326,2694.0,14.57107046497025,11876.776672570128,0.0623119901708549,337.1079244402093,0.004952723998199016,0.5809788931361144,0.09431063122923589,0.9488901499207454,0.9192070414234078,0.8032140248356465,0.9968640919334925,0.08854443207378923,0.005377646235339439,0.07334630697740684,0.45156859417633777,leisure goods and services
18,19933438190,Dui Nec Corporation,"[[tent and awning shops], [c], [take rate: 2.22]]",tent and awning shops,2222.0,10702.0,22039.0,818.471125276127,975.2436591135139,2810.095238095238,14.654890926947687,12837.489009675948,0.06233879222761754,356.67805393492165,0.0,0.5553431942828653,0.08480066445182721,0.9485935585409582,0.9671591388550937,0.794733729868865,0.9968175188512536,0.09570679023042446,0.006075124522364517,0.07760428082329121,0.45268340004269436,leisure goods and services
19,20985347699,Semper Tellus PC,"[(tent and awning Shops), (a), (take rate: 6.10)]",tent and awning shops,2221.0,9544.0,21549.0,814.315603224475,2475.3171688328766,2589.0476190476193,14.693047875852216,11347.971398567073,0.06233215581516446,320.3908343070375,0.0004502476361999408,0.6034568721954463,0.10514950166112957,0.9497045969289284,0.9166448849253365,0.810880378447946,0.9967963177426293,0.08460205242356275,0.005902423090128919,0.06970908359645937,0.4543296358647767,leisure goods and services
20,47086412084,Eros Limited,"[[digital goods: books, movies, music], [c], [take rate: 2.52]]","digital goods: books, movies, music",2221.0,8254.0,21086.0,814.4694382249432,728.9869216545015,2381.904761904762,11.387008616696207,8302.306642890917,0.06228805376253695,235.18338310654275,0.0004502476361999408,0.6570550108027255,0.12437707641196016,0.9496634669364006,0.9754517160436913,0.8260113395248531,0.9986332491394411,0.061895836459989924,0.004754741612049384,0.05117005968329604,0.4649462744250607,leisure goods and services
21,94493496784,Dictum Phasellus In Institute,"[(gift, card, novelty, and souvenir shops), (a), (take rate: 5.65)]","gift, card, novelty, and souvenir shops",2222.0,18868.0,23660.0,816.382063217311,24525.35774186756,4722.142857142857,85.99580772449356,125608.5516376377,0.06379084830895605,3374.009051160883,0.0,0.21605451221538974,0.01748338870431898,0.9491520992281082,0.1741203743257823,0.6550662631743713,0.9571784342336687,0.9364441358952553,0.04386243305787851,0.7341005229169202,0.4683462163751693,leisure goods and services
21,94493496784,Dictum Phasellus In Institute,"[(gift, card, novelty, and souvenir shops), (a), (take rate: 5.65)]","gift, card, novelty, and souvenir shops",2222.0,18868.0,23660.0,816.382063217311,24525.35774186756,4722.142857142857,85.99580772449356,125608.5516376377,0.06379084830895605,3374.009051160883,0.0,0.21605451221538974,0.01748338870431898,0.9491520992281082,0.1741203743257823,0.6550662631743713,0.9571784342336687,0.9364441358952553,0.04386243305787851,0.7341005229169202,0.4683462163751693,gifts souvenirs
22,32361057556,Orci In Consequat Corporation,"([gift, card, novelty, and souvenir shops], [a], [take rate: 6.61])","gift, card, novelty, and souvenir shops",2222.0,16653.0,23396.0,816.5657560907017,29696.044047394877,4084.5714285714284,102.86378644460764,129674.23355103652,0.06408923721051636,3371.339920984674,0.0,0.3080854246302144,0.02844684385382057,0.9491029863052559,0.0,0.701638317854534,0.947806095527794,0.9667548427426774,0.051627500558879484,0.7335197865204325,0.46869817979936085,leisure goods and services
22,32361057556,Orci In Consequat Corporation,"([gift, card, novelty, and souvenir shops], [a], [take rate: 6.61])","gift, card, novelty, and souvenir shops",2222.0,16653.0,23396.0,816.5657560907017,29696.044047394877,4084.5714285714284,102.86378644460764,129674.23355103652,0.06408923721051636,3371.339920984674,0.0,0.3080854246302144,0.02844684385382057,0.9491029863052559,0.0,0.701638317854534,0.947806095527794,0.9667548427426774,0.051627500558879484,0.7335197865204325,0.46869817979936085,gifts souvenirs
23,62694031334,Vel Est Tempor LLP,"[[computers, computer peripheral equipment, and software], [a], [take rate: 5.76]]","computers, computer peripheral equipment, and software",2217.0,6887.0,20398.0,819.5180632679317,3432.8323155264106,2142.6666666666665,26.060179002325555,16886.451527126454,0.0625917377236929,483.97887575883783,0.002251238180999593,0.713852418148579,0.15294850498338874,0.9483136446614837,0.8844010229090578,0.8434867299732165,0.9904804096662004,0.12589284967058506,0.012657604101292184,0.10530177613277682,0.477958619842758,tech and telecom
24,60956456424,Ultricies Dignissim LLP,"([gift, card, Novelty, and souvenir shops], [b], [take rate: 4.69])","gift, card, novelty, and souvenir shops",2219.0,17480.0,23499.0,816.1485468516074,17926.901282484334,4319.285714285715,82.83877057800326,111392.82495833094,0.0636681741502027,2852.6693151838203,0.0013507429085997114,0.2737244473990361,0.024169435215946833,0.9492145331758267,0.39632022184931415,0.6844933736825629,0.9589325757306966,0.8304622285110319,0.04067004514275453,0.6206699520456147,0.47800075556613847,leisure goods and services
24,60956456424,Ultricies Dignissim LLP,"([gift, card, Novelty, and souvenir shops], [b], [take rate: 4.69])","gift, card, novelty, and souvenir shops",2219.0,17480.0,23499.0,816.1485468516074,17926.901282484334,4319.285714285715,82.83877057800326,111392.82495833094,0.0636681741502027,2852.6693151838203,0.0013507429085997114,0.2737244473990361,0.024169435215946833,0.9492145331758267,0.39632022184931415,0.6844933736825629,0.9589325757306966,0.8304622285110319,0.04067004514275453,0.6206699520456147,0.47800075556613847,gifts souvenirs
25,79417999332,Phasellus At Company,"([gift, card, novelty, and souvenIr shops], [b], [take rate: 4.95])","gift, card, novelty, and souvenir shops",2222.0,18813.0,23731.0,816.1930861801847,21512.20159890512,4724.523809523809,86.05539764595078,127234.97955592806,0.06378300757171773,3313.507069216901,0.0,0.21833970417151405,0.014534883720930258,0.9492026249478812,0.2755869581627891,0.6548923440815333,0.9571453243432295,0.9485695753393238,0.043658391105933225,0.720936795164825,0.478286660103796,leisure goods and services
25,79417999332,Phasellus At Company,"([gift, card, novelty, and souvenIr shops], [b], [take rate: 4.95])","gift, card, novelty, and souvenir shops",2222.0,18813.0,23731.0,816.1930861801847,21512.20159890512,4724.523809523809,86.05539764595078,127234.97955592806,0.06378300757171773,3313.507069216901,0.0,0.21833970417151405,0.014534883720930258,0.9492026249478812,0.2755869581627891,0.6548923440815333,0.9571453243432295,0.9485695753393238,0.043658391105933225,0.720936795164825,0.478286660103796,gifts souvenirs
26,75944642726,Et PC,"[(tent and awning shops), (a), (take rate: 6.03)]",tent and awning shops,2222.0,6809.0,20304.0,810.423553145037,3720.562027296959,2122.5238095238096,27.24526261747368,17674.7229456597,0.06260463875833111,498.03460098548334,0.0,0.7170932358318098,0.15685215946843856,0.95074519230838,0.8747118632583201,0.844958085498626,0.9898219428030246,0.13176961632186224,0.012993331751598789,0.10835995264694676,0.4787305379889007,leisure goods and services
27,81219314324,Faucibus Leo Ltd,"([gift, card, novelty, and souvenir shops], [a], [take rate: 6.35])","gift, card, novelty, and souvenir shops",2222.0,8382.0,21127.0,818.3127655712079,13512.86583447312,2403.4761904761904,82.87652662913689,62338.47538027071,0.06371951783687713,1693.6550515427493,0.0,0.6517367458866545,0.12267441860465111,0.9486358982780805,0.5449607424845346,0.8244356325437406,0.9589115973725132,0.46474940558914263,0.04200617792347239,0.3684972506373786,0.49266078693201687,leisure goods and services
27,81219314324,Faucibus Leo Ltd,"([gift, card, novelty, and souvenir shops], [a], [take rate: 6.35])","gift, card, novelty, and souvenir shops",2222.0,8382.0,21127.0,818.3127655712079,13512.86583447312,2403.4761904761904,82.87652662913689,62338.47538027071,0.06371951783687713,1693.6550515427493,0.0,0.6517367458866545,0.12267441860465111,0.9486358982780805,0.5449607424845346,0.8244356325437406,0.9589115973725132,0.46474940558914263,0.04200617792347239,0.3684972506373786,0.49266078693201687,gifts souvenirs
28,46298404088,Feugiat Sed Nec Institute,"[[books, periodicals, and newspapers], [a], [take rate: 6.16]]","books, periodicals, and newspapers",2222.0,6076.0,19803.0,815.8508012243816,7912.832195439276,1987.142857142857,60.525667060600234,37382.89007135026,0.06327451805130282,1051.3986989864197,0.0,0.7475486122652484,0.17765780730897007,0.9492941397373096,0.7335391817573278,0.8548471251173954,0.9713303838625609,0.2786990832528899,0.03042580963615856,0.22875822886560984,0.49721003718034706,leisure goods and services
29,49505931725,Suspendisse Ac Associates,"([digital goods: books, movies, music], [b], [take rate: 4.70])","digital goods: books, movies, music",2222.0,12986.0,22686.0,813.2004493110069,16070.903550925152,3249.5238095238096,98.41910332259486,97001.06835218631,0.06401801332827942,2575.674873578351,0.0,0.4604454046867209,0.05793189368770768,0.9500027493129028,0.4588200527559835,0.7626352220946815,0.9502756905131206,0.7231679726395421,0.04977401924519382,0.5604028450686217,0.4973455850004475,leisure goods and services
30,75034515922,Ac Eleifend Corp.,"[[digital goods: books, movies, music], [a], [take rate: 6.22]]","digital goods: books, movies, music",2218.0,4848.0,18821.0,817.9617777450568,4057.881670664846,1756.904761904762,34.77901165616245,19484.678238190438,0.06271047636034328,595.3610772407436,0.0018009905447996521,0.7985707163038058,0.21843853820598003,0.9487297399046479,0.8633527865129622,0.8716651013948311,0.9856359731093676,0.1452632996565176,0.015747576696605564,0.12953577524530793,0.49787404975748256,leisure goods and services
31,54550134954,Tempor Diam Dictum Company,"[(tent and awning  shops), (b), (take rate: 3.94)]",tent and awning  shops,2216.0,4575.0,18629.0,811.8582070048774,2306.0861339851053,1711.7142857142858,32.04155103098333,17291.610576759478,0.06268777362499384,509.07602705915247,0.0027014858171994227,0.8099135781951139,0.22641196013289033,0.9503616170338609,0.9223436586265634,0.8749660857768966,0.9871569857095661,0.12891341484060853,0.015156776329956573,0.11076229257298821,0.5028687855035644,leisure goods and services
32,98973094975,Ornare Fusce Inc.,"[(hobby, toy and game shops), (a), (take rate: 5.98)]","hobby, toy and game shops",2222.0,9590.0,21560.0,818.1214609929306,19422.059257567198,2600.5238095238096,116.75511271163616,94291.11427456819,0.06436918107912025,2586.766192484048,0.0,0.6015456207412332,0.10469269102990031,0.9486870462993444,0.3459714961841517,0.8100420884204668,0.9400876713461725,0.7029645663312529,0.05891256721127031,0.5628160404350389,0.5075719787998831,leisure goods and services
33,63465140133,Vitae Odio Limited,"[(digital goods: Books, movies, music), (b), (take rate: 3.68)]","digital goods: books, movies, music",2216.0,4186.0,18265.0,813.188778761303,2239.605095532373,1639.1904761904761,34.77583017063676,17661.731719144944,0.06269059548810225,542.8968060981781,0.0027014858171994227,0.8260761176666113,0.24152823920265776,0.950005869601658,0.9245823756202016,0.8802636613447424,0.9856377408350939,0.131672763378896,0.015230210554221855,0.11812085362055384,0.5075819317641836,leisure goods and services
34,29521780474,At Sem Corp.,"((cable, satellite, and other pay television and radio services), (a), (take rate: 5.93))","cable, satellite, and other pay television and radio services",2220.0,3569.0,17661.0,820.604707894057,3702.549804283084,1517.1904761904761,38.53881782208309,18043.03953341374,0.0628129852510452,568.1761010495409,0.0009004952723997706,0.8517118165198604,0.2666112956810631,0.9480231146441477,0.875318416204737,0.8891752756617621,0.9835469156449173,0.13451551144013593,0.018415197548422763,0.12362099999282912,0.5091839038610275,tech and telecom
35,14492521225,Praesent Eu Associates,"([tent and awning shops], [c], [take rate: 2.50])",tent and awning shops,2221.0,3266.0,17205.0,802.3904921802889,995.3460416853203,1441.8095238095239,25.879628848714898,11153.24204869774,0.0625537250402668,336.7909190045252,0.0004502476361999408,0.8643011467508726,0.2855481727574751,0.9528929463074695,0.966482200790895,0.8946815541410136,0.9905807285734693,0.08315029491665435,0.011668388178198354,0.07327733447242107,0.5123033014524668,leisure goods and services
36,71961434094,Amet Diam Corporation,"([tent and awning shops], [b], [take rate: 3.99])",tent and awning shops,2222.0,2811.0,16742.0,815.6247905210779,1161.541056913911,1360.857142857143,20.05073436048547,8628.022485396283,0.06244011920020977,268.8732752009564,0.0,0.8832059165697191,0.3047757475083056,0.9493545669385953,0.9608856635900697,0.900594803297506,0.9938194315817527,0.06432413203943625,0.008711987950382123,0.0585001429843513,0.5124172392460118,leisure goods and services
37,19618998054,Morbi Accumsan Industries,"([tent and aWning shops], [c], [take rate: 1.52])",tent and awning shops,2211.0,3209.0,17311.0,814.1659245429428,607.6202505267973,1448.857142857143,25.857726750165778,12003.978477307908,0.06252550468246611,373.4839351469375,0.004952723998199016,0.8666694365963105,0.2811461794019934,0.9497446156700098,0.9795386803185961,0.8941667536262131,0.9905928980153081,0.08949275432230638,0.010934001000663045,0.08126082293647127,0.5148498865886071,leisure goods and services
38,73972053940,Quis Tristique Ac Associates,"([tent and awning shops], [b], [take rate: 3.88])",tent and awning shops,2211.0,2788.0,16765.0,818.6385599896835,1811.1489598408548,1357.7142857142858,32.21635294209705,13329.888299907921,0.062675857270157,397.7550895710461,0.004952723998199016,0.8841615422968256,0.3038205980066445,0.9485487924701907,0.9390104299094431,0.9008243765000522,0.9870598606927176,0.09937775388572506,0.014846673309401537,0.08654162298305237,0.5169144374052252,leisure goods and services
39,80682333501,Orci Corp.,"[(florists supplies, nursery stock, and flowers), (b), (take rate: 4.88)]","florists supplies, nursery stock, and flowers",2195.0,2048.0,15515.0,828.6198554144464,973.0547049364446,1176.1904761904761,15.890769786002616,5798.832214283515,0.06238229774203924,193.04503010294124,0.012156686177397513,0.9149077613428619,0.35573089700996674,0.9458801500611883,0.9672328508341566,0.9140839681380222,0.9961308286758219,0.043231789168080424,0.007207282100557767,0.04200180123889193,0.5198564014746945,home furnishings
39,80682333501,Orci Corp.,"[(florists supplies, nursery stock, and flowers), (b), (take rate: 4.88)]","florists supplies, nursery stock, and flowers",2195.0,2048.0,15515.0,828.6198554144464,973.0547049364446,1176.1904761904761,15.890769786002616,5798.832214283515,0.06238229774203924,193.04503010294124,0.012156686177397513,0.9149077613428619,0.35573089700996674,0.9458801500611883,0.9672328508341566,0.9140839681380222,0.9961308286758219,0.043231789168080424,0.007207282100557767,0.04200180123889193,0.5198564014746945,gifts souvenirs
40,98269572896,Eget Laoreet Posuere PC,"[(furniture, home furnishings and equipment shops, and manufacturers, except appliances), (b), (take rate: 3.59)]","furniture, home furnishings and equipment shops, and manufacturers, except appliances",2221.0,6837.0,20327.0,815.1235352476012,6719.697972549856,2127.8571428571427,82.22661842736792,54522.25112196875,0.06370625584130846,1639.4963836567654,0.0004502476361999408,0.7159298653814193,0.15589700996677736,0.9494885847212187,0.7737174028357037,0.844568506730669,0.9592727052382375,0.4064774386243083,0.04166105687423027,0.35671367038826657,0.5204176488397031,home furnishings
41,21025433654,Lorem Foundation,"[(digital goods: books,  movies, music), (a), (take rate: 6.55)]","digital goods: books,  movies, music",2210.0,2316.0,15812.0,803.9501026510575,2980.1039309082353,1233.0,34.56133190027798,13111.433987532952,0.06277032157936821,429.8817125585309,0.0054029716343989564,0.9037726441748379,0.34339700996677736,0.9524759620918243,0.8996464335063623,0.9099342585829072,0.9857569223016457,0.09774912066674865,0.017304947506681805,0.09353157777483126,0.5208971848207016,leisure goods and services
42,17488304283,Posuere Cubilia Curae Corporation,"((cable, satellite, and other pay television and radio services), (a), (take rate: 6.18))","cable, satellite, and other pay television and radio services",2220.0,4028.0,18224.0,812.6503519969941,9764.053940939337,1614.2857142857142,91.54711087395683,45181.32762165279,0.0638811082451366,1348.8815873544972,0.0009004952723997706,0.8326408509223866,0.2432308970099668,0.9501498257151914,0.6712001798840307,0.8820828550558281,0.9540939690325289,0.3368384457239554,0.046211295543758586,0.29348311270511923,0.5210831926865165,tech and telecom
43,69703285964,Suspendisse Incorporated,"((cable, satellite, and other pay television and radio services), (a), (take rate: 5.77))","cable, satellite, and other pay television and radio services",2219.0,2318.0,16060.0,821.2893007510912,2945.9683556001783,1249.4761904761904,38.26888788239287,14886.06811270386,0.0627678551538451,488.9826606893775,0.0013507429085997114,0.9036895462855243,0.3330980066445183,0.9478400789305018,0.9007959325862255,0.9087307384604681,0.9836968965563003,0.11097947559250311,0.017240762945617407,0.10639047538591283,0.5213812656296172,tech and telecom
44,70038202360,Varius Orci Institute,"([tent and awning shops], [a], [take rate: 6.30])",tent and awning shops,2213.0,1704.0,14905.0,823.1862764365679,1089.102146972197,1097.857142857143,14.760884850418131,4972.115189770776,0.06236972476672232,166.3696001523738,0.004052228725799134,0.9292005983048031,0.381063122923588,0.9473328952887323,0.9633250090404638,0.9198059062923928,0.9967586255500458,0.037068400612473885,0.006880091640343652,0.03619789058577511,0.5221684768964417,leisure goods and services
45,56946407125,Quisque Fringilla Limited,"([computers, computer peripheral equiPment, and software], [a], [take rate: 5.80])","computers, computer peripheral equipment, and software",2209.0,2262.0,15748.0,806.5000250689903,2766.6062514064206,1224.857142857143,36.48058981377985,13868.169925650533,0.06275372481727043,427.21853611372336,0.005853219270598786,0.9060162871863054,0.3460548172757475,0.9517942037814472,0.9068358651748052,0.9105290618804133,0.9846905268829806,0.1033907821812905,0.01687304478740027,0.0929521367623418,0.522498994518333,tech and telecom
46,35556933338,Semper Cursus Integer Limited,"[[digital goods: books, movies, muSiC], [a], [take rate: 6.87]]","digital goods: books, movies, music",2212.0,2523.0,16159.0,809.3788805268223,4624.255373500284,1282.6190476190477,49.13584220185121,20064.19830478782,0.06307327962256391,658.7030929806753,0.004502476361999075,0.8951720126308792,0.3289867109634551,0.951024500507752,0.8442804244861715,0.906309784688163,0.9776589012355105,0.14958377116043495,0.025188919206313963,0.1433174237744655,0.5226024925015146,leisure goods and services
